SiteID,StudyID,Adjusted ESP with Coil (IWC),Furnace Fan Est. Airflow (CFM),Adjusted ESP with Coil (IWC) - All values,Furnace Fan Est. Airflow (CFM) All Values,Calculated alpha,Report ,Household Type,ESP Includes COIL,ESP Includes FILTER,Test Mode,Static Pressure (pascal),Static Pressure (in w. c.),Area (Sqft),Heated Floor Area (sqft),Heating Equipment Type,Cooling Equipment Type,State/Location,Comment,Air Handler Flow (CFM),Air Handler Flow (in w.c.),Pre-Retrofit (in w.c.),Post-Retrofit (in w.c.),Equipment Airflow Check (CFM),Capacity (Btu/hr),Total CFM,Filter pressure drop (Pa),Filter pressure drop (in w.c.),AC coil pressure drop (in w.c.),Supply plenum pressure wrt basement,ESP Post Coil (Pa),ESP Post Coil (in w.c.),a = P/Q2,AC tonnage,Furnace Location,"Location 1=attic, 2=basement, 3=closet, 4=outside, 5=garage",HOUSE_AGE,Construction,DUCTWORK_NEW,FURNACE_INSTALLED_WAC,FIRSTTIME_AC,DUCT_NUM_ZONES,DUCT_PERC_RIGIDMETAL,CITY,STATE,ZIP,Air Handler Watts,Motor Type,Furnace Input Capacity - High Fire (Btu/hr),Furnace Output Capacity - High Fire (Btu/hr),Furnace Input Capacity - Low Fire (Btu/hr),Furnace Output Capacity - Low Fire (Btu/hr),Blower Hp,Heating Setpoint (deg F),Cooling Setpoint (deg F),Sup. press. filter in place (Pa),Sup. press. TF in place (Pa),Filter pressure drop - fan only (Pa),Filter pressure drop - fan-only (in w.c.),ESP Post Coil - fan only(Pa),ESP Post Coil - fan-only (in w.c.),Supp. Press. Filter and TF ,TF CFM
15B,H4,1.07,1702,1.07,1702,3.70E-07,Chitwood 2005 Data,,NO,YES,,1577,0.87,,3672,,,California,,1702,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13B,H4,1.07,1765,1.07,1765,3.45E-07,Chitwood 2005 Data,,NO,YES,,1655,0.87,,2486,,,California,,1765,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,H4,1.08,1656,1.08,1656,3.93E-07,Chitwood 2005 Data,,NO,YES,,1534,0.87,,2020,,,California,,1656,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,H4,0.90,891,0.90,891,1.13E-06,Chitwood 2005 Data,,YES,YES,,851,0.90,,583,,,California,,891,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,H4,1.11,775,1.11,775,1.85E-06,Chitwood 2005 Data,,NO,YES,,775,0.91,,307,,,California,,775,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18A,H4,1.15,3559,1.15,3559,9.09E-08,Chitwood 2005 Data,,NO,YES,,1256,0.95,,3559,,,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,H4,1.19,1720,1.19,1720,4.02E-07,Chitwood 2005 Data,,NO,YES,,1661,0.99,,1260,,,California,,1720,1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,H4,1.22,1683,1.22,1683,4.32E-07,Chitwood 2005 Data,,NO,YES,,1583,1.02,,1663,,,California,,1683,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18B,H4,1.27,3559,1.27,3559,1.01E-07,Chitwood 2005 Data,,NO,YES,,1154,1.07,,3559,,,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,H4,1.32,1535,1.32,1535,5.62E-07,Chitwood 2005 Data,,NO,YES,,1535,1.12,,1000,,,California,,1535,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3A,H4,,1060,0.00,1060,0.00E+00,Chitwood 2005 Data,,NO,YES,,,,,2485,,,California,,1060,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3C,H4,,1072,0.00,1072,0.00E+00,Chitwood 2005 Data,,NO,YES,,,,,2485,,,California,,1072,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24B,H4,,1082,0.00,1082,0.00E+00,Chitwood 2005 Data,,NO,YES,,,,,1430,,,California,,1082,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,0.61,901,0.61,901,7.51E-07,Wilcox et. al. 2006,,YES,YES,,155,0.61,,,,,,Cooling,901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2A,15,0.31,860,0.31,860,4.19E-07,Wilcox et. al. 2006,,YES,YES,,79,0.31,,,,,,Cooling,860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B,15,0.53,831,0.53,831,7.67E-07,Wilcox et. al. 2006,,YES,YES,,133,0.53,,,,,,Cooling,831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3A,15,0.58,1060,0.58,1060,5.16E-07,Wilcox et. al. 2006,,YES,YES,,147,0.58,,,,,,Cooling,1060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3B,15,0.51,1084,0.51,1084,4.34E-07,Wilcox et. al. 2006,,YES,YES,,128,0.51,,,,,,Cooling,1084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3C,15,0.54,1072,0.54,1072,4.70E-07,Wilcox et. al. 2006,,YES,YES,,136,0.54,,,,,,Cooling,1072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,15,0.67,1252,0.67,1252,4.27E-07,Wilcox et. al. 2006,,YES,YES,,169,0.67,,,,,,Cooling,1252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,15,0.45,903,0.45,903,5.52E-07,Wilcox et. al. 2006,,YES,YES,,115,0.45,,,,,,Cooling,903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,15,0.93,1656,0.93,1656,3.39E-07,Wilcox et. al. 2006,,YES,YES,,235,0.93,,,,,,Cooling,1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,15,0.80,1470,0.80,1470,3.70E-07,Wilcox et. al. 2006,,YES,YES,,203,0.8,,,,,,Cooling,1470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,15,0.61,1408,0.61,1408,3.08E-07,Wilcox et. al. 2006,,YES,YES,,154,0.61,,,,,,Cooling,1408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,15,0.96,1667,0.96,1667,3.45E-07,Wilcox et. al. 2006,,YES,YES,,243,0.96,,,,,,Cooling,1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,15,0.89,1563,0.89,1563,3.64E-07,Wilcox et. al. 2006,,YES,YES,,226,0.89,,,,,,Cooling,1563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,15,0.83,1720,0.83,1720,2.81E-07,Wilcox et. al. 2006,,YES,YES,,210,0.83,,,,,,Cooling,1720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,15,0.77,1846,0.77,1846,2.26E-07,Wilcox et. al. 2006,,YES,YES,,196,0.77,,,,,,Cooling,1846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13A,15,0.71,2004,0.71,2004,1.77E-07,Wilcox et. al. 2006,,YES,YES,,181,0.71,,,,,,Cooling,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13B,15,0.92,1765,0.92,1765,2.95E-07,Wilcox et. al. 2006,,YES,YES,,232,0.92,,,,,,Cooling,1765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,15,0.64,1185,0.64,1185,4.56E-07,Wilcox et. al. 2006,,YES,YES,,163,0.64,,,,,,Cooling,1185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15A,15,0.75,1947,0.75,1947,1.98E-07,Wilcox et. al. 2006,,YES,YES,,191,0.75,,,,,,Cooling,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15B,15,0.92,1702,0.92,1702,3.18E-07,Wilcox et. al. 2006,,YES,YES,,233,0.92,,,,,,Cooling,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A,15,0.71,1646,0.71,1646,2.62E-07,Wilcox et. al. 2006,,YES,YES,,180,0.71,,,,,,Cooling,1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16B,15,0.82,1541,0.82,1541,3.45E-07,Wilcox et. al. 2006,,YES,YES,,207,0.82,,,,,,Cooling,1541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17A,15,,,0.00,0,#DIV/0!,Wilcox et. al. 2006,,YES,YES,,,,,,,,,Cooling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17B,15,,,0.00,0,#DIV/0!,Wilcox et. al. 2006,,YES,YES,,,,,,,,,Cooling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18A,15,,,0.00,0,#DIV/0!,Wilcox et. al. 2006,,YES,YES,,,,,,,,,Cooling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18B,15,,,0.00,0,#DIV/0!,Wilcox et. al. 2006,,YES,YES,,,,,,,,,Cooling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,15,0.80,1371,0.80,1371,4.26E-07,Wilcox et. al. 2006,,YES,YES,,203,0.8,,,,,,Cooling,1371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,15,0.60,1197,0.60,1197,4.19E-07,Wilcox et. al. 2006,,YES,YES,,153,0.6,,,,,,Cooling,1197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,15,0.66,1146,0.66,1146,5.03E-07,Wilcox et. al. 2006,,YES,YES,,168,0.66,,,,,,Cooling,1146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22A,15,0.87,955,0.87,955,9.54E-07,Wilcox et. al. 2006,,YES,YES,,220,0.87,,,,,,Cooling,955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22B,15,0.93,990,0.93,990,9.49E-07,Wilcox et. al. 2006,,YES,YES,,237,0.93,,,,,,Cooling,990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,15,0.74,1275,0.74,1275,4.55E-07,Wilcox et. al. 2006,,YES,YES,,187,0.74,,,,,,Cooling,1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24A,15,0.79,1033,0.79,1033,7.40E-07,Wilcox et. al. 2006,,YES,YES,,201,0.79,,,,,,Cooling,1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24B,15,0.75,1082,0.75,1082,6.41E-07,Wilcox et. al. 2006,,YES,YES,,191,0.75,,,,,,Cooling,1082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,15,0.82,1324,0.82,1324,4.68E-07,Wilcox et. al. 2006,,YES,YES,,207,0.82,,,,,,Cooling,1324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,15,0.72,1069,0.72,1069,6.30E-07,Wilcox et. al. 2006,,YES,YES,,183,0.72,,,,,,Cooling,1069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,15,0.90,1846,0.90,1846,2.64E-07,Wilcox et. al. 2006,,YES,YES,,228,0.9,,,,,,Cooling,1846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,15,0.80,1426,0.80,1426,3.93E-07,Wilcox et. al. 2006,,YES,YES,,202,0.8,,,,,,Cooling,1426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,15,0.81,1792,0.81,1792,2.52E-07,Wilcox et. al. 2006,,YES,YES,,205,0.81,,,,,,Cooling,1792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,15,1.10,1720,1.10,1720,3.72E-07,Wilcox et. al. 2006,,YES,YES,,278,1.1,,,,,,Cooling,1720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,15,0.95,1528,0.95,1528,4.07E-07,Wilcox et. al. 2006,,YES,YES,,240,0.95,,,,,,Cooling,1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,15,0.91,775,0.91,775,1.52E-06,Wilcox et. al. 2006,,YES,YES,,231,0.91,,,,,,Cooling,775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,15,0.89,1203,0.89,1203,6.15E-07,Wilcox et. al. 2006,,YES,YES,,226,0.89,,,,,,Cooling,1203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,15,0.83,1083,0.83,1083,7.08E-07,Wilcox et. al. 2006,,YES,YES,,211,0.83,,,,,,Cooling,1083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,15,0.92,891,0.92,891,1.16E-06,Wilcox et. al. 2006,,YES,YES,,234,0.92,,,,,,Cooling,891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,15,0.83,865,0.83,865,1.11E-06,Wilcox et. al. 2006,,YES,YES,,211,0.83,,,,,,Cooling,865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,15,1.18,1535,1.18,1535,5.01E-07,Wilcox et. al. 2006,,YES,YES,,300,1.18,,,,,,Cooling,1535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,15,1.07,1683,1.07,1683,3.78E-07,Wilcox et. al. 2006,,YES,YES,,272,1.07,,,,,,Cooling,1683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,15,0.56,1068,0.56,1068,4.91E-07,Wilcox et. al. 2006,,YES,YES,,143,0.56,,,,,,Cooling,1068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,15,0.93,1240,0.93,1240,6.05E-07,Wilcox et. al. 2006,,YES,YES,,235,0.93,,,,,,Cooling,1240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,15,0.61,1145,0.61,1145,4.65E-07,Wilcox et. al. 2006,,YES,YES,,154,0.61,,,,,,Cooling,1145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,15,0.62,1189,0.62,1189,4.39E-07,Wilcox et. al. 2006,,YES,YES,,158,0.62,,,,,,Cooling,1189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,15,0.81,1783,0.81,1783,2.55E-07,Wilcox et. al. 2006,,YES,YES,,205,0.81,,,,,,Cooling,1783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,15,0.76,1113,0.76,1113,6.14E-07,Wilcox et. al. 2006,,YES,YES,,193,0.76,,,,,,Cooling,1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,15,0.72,1113,0.72,1113,5.81E-07,Wilcox et. al. 2006,,YES,YES,,182,0.72,,,,,,Cooling,1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,0.34,647,0.34,647,8.12E-07,Wilcox et. al. 2006,,YES,YES,,87,0.34,,,,,,Heating,647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2A,15,0.26,729,0.26,729,4.89E-07,Wilcox et. al. 2006,,YES,YES,,65,0.26,,,,,,Heating,729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2B,15,0.43,711,0.43,711,8.51E-07,Wilcox et. al. 2006,,YES,YES,,109,0.43,,,,,,Heating,711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3A,15,,,0.00,0,#DIV/0!,Wilcox et. al. 2006,,YES,YES,,,,,,,,,Heating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3B,15,0.25,693,0.25,693,5.21E-07,Wilcox et. al. 2006,,YES,YES,,63,0.25,,,,,,Heating,693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3C,15,,,0.00,0,#DIV/0!,Wilcox et. al. 2006,,YES,YES,,,,,,,,,Heating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,15,0.56,553,0.56,553,1.83E-06,Wilcox et. al. 2006,,YES,YES,,142,0.56,,,,,,Heating,553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,15,0.30,685,0.30,685,6.39E-07,Wilcox et. al. 2006,,YES,YES,,77,0.3,,,,,,Heating,685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,15,0.87,1534,0.87,1534,3.70E-07,Wilcox et. al. 2006,,YES,YES,,222,0.87,,,,,,Heating,1534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,15,0.61,1281,0.61,1281,3.72E-07,Wilcox et. al. 2006,,YES,YES,,154,0.61,,,,,,Heating,1281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,15,0.38,1125,0.38,1125,3.00E-07,Wilcox et. al. 2006,,YES,YES,,97,0.38,,,,,,Heating,1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,15,0.73,1351,0.73,1351,4.00E-07,Wilcox et. al. 2006,,YES,YES,,184,0.73,,,,,,Heating,1351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,15,0.70,1296,0.70,1296,4.17E-07,Wilcox et. al. 2006,,YES,YES,,177,0.7,,,,,,Heating,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,15,0.63,1374,0.63,1374,3.34E-07,Wilcox et. al. 2006,,YES,YES,,159,0.63,,,,,,Heating,1374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,15,0.71,1642,0.71,1642,2.63E-07,Wilcox et. al. 2006,,YES,YES,,180,0.71,,,,,,Heating,1642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13A,15,0.65,1791,0.65,1791,2.03E-07,Wilcox et. al. 2006,,YES,YES,,165,0.65,,,,,,Heating,1791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13B,15,0.87,1655,0.87,1655,3.18E-07,Wilcox et. al. 2006,,YES,YES,,221,0.87,,,,,,Heating,1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,15,0.63,1119,0.63,1119,5.03E-07,Wilcox et. al. 2006,,YES,YES,,159,0.63,,,,,,Heating,1119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15A,15,0.69,1787,0.69,1787,2.16E-07,Wilcox et. al. 2006,,YES,YES,,175,0.69,,,,,,Heating,1787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15B,15,0.87,1577,0.87,1577,3.50E-07,Wilcox et. al. 2006,,YES,YES,,221,0.87,,,,,,Heating,1577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16A,15,0.67,1524,0.67,1524,2.88E-07,Wilcox et. al. 2006,,YES,YES,,170,0.67,,,,,,Heating,1524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16B,15,0.79,1432,0.79,1432,3.85E-07,Wilcox et. al. 2006,,YES,YES,,199,0.79,,,,,,Heating,1432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17A,15,0.66,1124,0.66,1124,5.22E-07,Wilcox et. al. 2006,,YES,YES,,168,0.66,,,,,,Heating,1124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17B,15,0.84,1006,0.84,1006,8.30E-07,Wilcox et. al. 2006,,YES,YES,,212,0.84,,,,,,Heating,1006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18A,15,0.95,1256,0.95,1256,6.02E-07,Wilcox et. al. 2006,,YES,YES,,240,0.95,,,,,,Heating,1256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18B,15,1.07,1154,1.07,1154,8.03E-07,Wilcox et. al. 2006,,YES,YES,,271,1.07,,,,,,Heating,1154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,15,0.75,1267,0.75,1267,4.67E-07,Wilcox et. al. 2006,,YES,YES,,190,0.75,,,,,,Heating,1267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,15,0.57,1089,0.57,1089,4.81E-07,Wilcox et. al. 2006,,YES,YES,,143,0.57,,,,,,Heating,1089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,15,0.55,954,0.55,954,6.04E-07,Wilcox et. al. 2006,,YES,YES,,140,0.55,,,,,,Heating,954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22A,15,0.74,837,0.74,837,1.06E-06,Wilcox et. al. 2006,,YES,YES,,188,0.74,,,,,,Heating,837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22B,15,0.78,856,0.78,856,1.06E-06,Wilcox et. al. 2006,,YES,YES,,197,0.78,,,,,,Heating,856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,15,0.70,1196,0.70,1196,4.89E-07,Wilcox et. al. 2006,,YES,YES,,177,0.7,,,,,,Heating,1196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24A,15,0.67,953,0.67,953,7.38E-07,Wilcox et. al. 2006,,YES,YES,,169,0.67,,,,,,Heating,953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24B,15,,,0.00,0,#DIV/0!,Wilcox et. al. 2006,,YES,YES,,,,,,,,,Heating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,15,0.63,1134,0.63,1134,4.90E-07,Wilcox et. al. 2006,,YES,YES,,159,0.63,,,,,,Heating,1134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,15,0.54,905,0.54,905,6.59E-07,Wilcox et. al. 2006,,YES,YES,,136,0.54,,,,,,Heating,905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,15,0.67,1549,0.67,1549,2.79E-07,Wilcox et. al. 2006,,YES,YES,,169,0.67,,,,,,Heating,1549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,15,0.60,1192,0.60,1192,4.22E-07,Wilcox et. al. 2006,,YES,YES,,153,0.6,,,,,,Heating,1192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,15,0.68,1575,0.68,1575,2.74E-07,Wilcox et. al. 2006,,YES,YES,,173,0.68,,,,,,Heating,1575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,15,0.99,1661,0.99,1661,3.59E-07,Wilcox et. al. 2006,,YES,YES,,250,0.99,,,,,,Heating,1661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,15,0.81,1405,0.81,1405,4.10E-07,Wilcox et. al. 2006,,YES,YES,,205,0.81,,,,,,Heating,1405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,15,0.91,775,0.91,775,1.52E-06,Wilcox et. al. 2006,,YES,YES,,231,0.91,,,,,,Heating,775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,15,0.83,1162,0.83,1162,6.15E-07,Wilcox et. al. 2006,,YES,YES,,212,0.83,,,,,,Heating,1162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,15,0.79,1049,0.79,1049,7.18E-07,Wilcox et. al. 2006,,YES,YES,,200,0.79,,,,,,Heating,1049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,15,0.90,851,0.90,851,1.24E-06,Wilcox et. al. 2006,,YES,YES,,227,0.9,,,,,,Heating,851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,15,0.82,865,0.82,865,1.10E-06,Wilcox et. al. 2006,,YES,YES,,207,0.82,,,,,,Heating,865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,15,1.12,1535,1.12,1535,4.75E-07,Wilcox et. al. 2006,,YES,YES,,284,1.12,,,,,,Heating,1535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,15,1.02,1583,1.02,1583,4.07E-07,Wilcox et. al. 2006,,YES,YES,,259,1.02,,,,,,Heating,1583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,15,0.52,1028,0.52,1028,4.92E-07,Wilcox et. al. 2006,,YES,YES,,133,0.52,,,,,,Heating,1028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,15,0.71,1123,0.71,1123,5.63E-07,Wilcox et. al. 2006,,YES,YES,,179,0.71,,,,,,Heating,1123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,15,0.55,1048,0.55,1048,5.01E-07,Wilcox et. al. 2006,,YES,YES,,139,0.55,,,,,,Heating,1048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,15,0.69,1037,0.69,1037,6.42E-07,Wilcox et. al. 2006,,YES,YES,,174,0.69,,,,,,Heating,1037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,15,0.37,1164,0.37,1164,2.73E-07,Wilcox et. al. 2006,,YES,YES,,93,0.37,,,,,,Heating,1164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,15,0.54,926,0.54,926,6.30E-07,Wilcox et. al. 2006,,YES,YES,,136,0.54,,,,,,Heating,926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,15,0.51,950,0.51,950,5.65E-07,Wilcox et. al. 2006,,YES,YES,,129,0.51,,,,,,Heating,950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
